battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,
541,1,2.3,0,4,0,51000 MB,0.4,200,8,17,1012,1226,403MB,11,2,12,0,0,no,5000 MXN,
818,0,0.5,1,2,1,23552 MB,0.2,192,5,17,586,1552,2518MB,19,12,3,1,1,no,"USD 30,099",
1414,0,0.5,0,0,1,15360 MB,0.8,168,2,0,294,1233,1069MB,18,6,14,1,0,no,EUR 37090,
601,1,1.7,1,3,1,6GB,0.8,169,4,11,818,1827,2651MB,14,8,9,1,0,1,"$46,049 ",
561,1,2.8,1,2,1,40960 MB,0.1,99,7,6,426,865,2974MB,15,12,19,1,0,yes,"46,000 MXN",
1616,1,2.3,1,3,0,53248 MB,0.1,100,5,8,151,1133,657MB,7,3,2,1,1,No,"$28,000 ",
1263,1,1.4,1,1,1,32 GB,0.4,103,2,2,409,644,3372MB,18,13,10,1,1,no,19000 MXN,
1604,1,1.9,1,0,1,63GB,0.6,93,5,2,641,1156,1464MB,15,9,20,1,1,0,"8,000 MXN",
539,0,2,1,1,0,24 MB,0.5,86,4,2,958,967,1326MB,7,4,3,1,1,no,EUR 9000,
1071,0,2.6,0,0,0,49000 MB,0.3,199,4,5,1328,1970,3393MB,6,5,7,1,0,no,"14,049 MXN",
826,0,0.5,1,0,1,58368 MB,0.5,135,2,0,354,530,323MB,17,3,7,1,0,Yes,35000 USD,
771,0,2.9,0,2,0,62 GB,0.7,106,1,8,1709,1781,1628MB,9,3,6,0,1,0,"47,099 MXN",
1811,0,2.9,0,0,0,33792 MB,0.2,132,8,2,1099,1553,2610MB,8,3,13,1,1,0,"$12,000 ",
1842,1,2.2,1,7,0,56000 MB,0.4,179,4,10,783,1227,3721MB,16,11,4,0,1,yes,EUR 33000,
1420,0,2.8,1,1,0,51200 MB,0.1,100,8,8,194,1393,763MB,17,1,17,0,1,1,"$23,049 MXN",
1763,0,0.5,1,12,0,10 GB,0.2,184,3,19,238,1893,792MB,17,12,13,1,0,Yes,"USD 2,000",
1163,1,1.9,0,6,0,2 GB,0.9,133,5,20,919,1076,1568MB,14,0,19,1,0,no,"$38,099 ",
1805,1,0.5,0,0,0,29 MB,0.2,182,4,2,758,891,1276MB,19,4,17,0,1,no,"USD 7,000",
610,1,1.6,1,9,0,52 GB,0.4,90,4,19,1039,1273,3472MB,10,4,12,1,1,yes,EUR 18000,
1533,1,1.1,1,18,1,17408 MB,0.3,160,4,20,1054,1393,2520MB,8,2,11,1,0,1,EUR 20090,
1924,0,0.5,0,3,1,63 GB,0.3,111,2,10,122,686,3423MB,13,3,19,1,0,No,"$5,000 ",
1801,0,0.5,1,6,0,52 GB,0.9,120,6,10,100,1708,258MB,14,8,9,1,0,0,4100 USD,
1726,1,1.9,0,1,1,42000 MB,0.6,106,5,3,1221,1804,1868MB,16,7,6,1,0,No,45100 MXN,
794,0,2.5,1,15,0,14000 MB,0.6,197,3,19,312,1376,2171MB,19,8,18,0,0,1,"USD 49,000",
1686,1,0.5,1,4,0,28672 MB,0.8,182,5,8,599,1073,780MB,11,10,5,0,0,no,"$50,000 MXN",
1444,1,2.1,1,0,0,6GB,0.9,103,1,1,1274,1340,712MB,17,5,10,0,0,no,10000 USD,
1004,0,1.6,1,0,1,30 MB,1,160,8,1,62,581,1012MB,7,4,13,1,1,yes,"24,099 pesos",
1242,1,2.4,0,8,0,28000 MB,0.2,166,4,9,315,1796,318MB,11,10,19,1,0,no,19000 USD,
539,0,1.5,0,6,1,26624 MB,0.2,137,6,8,1123,1709,3948MB,18,11,15,1,1,1,"USD 23,049",
717,0,1.1,1,2,1,14 GB,0.1,99,8,6,1878,1981,629MB,16,15,20,1,0,0,EUR 27100,
1540,0,0.7,1,0,1,29000 MB,0.1,157,7,1,318,831,1161MB,11,8,5,1,0,no,EUR 19100,
672,0,0.5,0,7,1,35GB,0.1,99,8,17,574,1267,1403MB,16,7,6,1,0,0,"USD 28,049",
1325,1,0.5,0,0,1,13000 MB,1,133,4,8,1353,1915,3707MB,19,3,18,1,1,0,"$10,000 ",
950,0,0.5,0,6,1,55 GB,0.1,124,8,7,86,1681,1305MB,6,5,4,1,0,Yes,"8,099 pesos",
948,0,1.5,1,6,0,18432 MB,0.3,119,4,7,340,1728,2926MB,17,13,9,1,1,yes,"$32,099 ",
1328,1,0.5,0,5,1,27 MB,0.3,144,3,18,602,1156,2674MB,7,2,5,1,0,1,41100 USD,
1447,0,0.5,0,3,0,40 GB,0.7,184,2,5,963,1062,471MB,8,4,20,0,0,yes,"$41,000 ",
1973,1,0.5,1,3,0,21504 MB,0.8,95,8,7,127,507,1724MB,12,10,8,0,0,1,"USD 32,099",
1731,1,2.3,1,18,0,60000 MB,0.5,171,4,20,142,1039,1220MB,9,3,20,0,1,0,"$28,099 MXN",
1617,0,1.5,0,1,1,64512 MB,0.7,111,2,10,274,1079,2754MB,19,10,8,1,1,1,6100 USD,
1791,1,0.5,1,1,1,33792 MB,0.5,110,5,4,371,682,594MB,17,8,16,1,0,Yes,2000 USD,
851,0,2.3,1,7,1,55296 MB,1,101,2,9,788,1007,1005MB,12,2,14,1,0,yes,35000 MXN,
856,0,1.9,1,0,1,14000 MB,0.6,115,1,7,395,1027,2439MB,6,3,12,1,1,1,EUR 44000,
714,1,0.5,0,1,0,30720 MB,0.3,145,4,2,643,1527,2302MB,12,10,10,0,1,yes,"$24,099 ",
951,0,0.5,0,6,1,15000 MB,0.6,81,2,17,854,935,1083MB,16,11,16,1,1,0,"$37,000 MXN",
1303,1,2.1,0,6,1,10 GB,0.4,109,8,15,1335,1873,2219MB,9,3,15,1,1,1,"$43,000 ",
1550,1,2.7,0,2,0,32 GB,0.1,126,7,5,1541,1619,1571MB,12,3,14,0,0,no,"$32,099 ",
1759,1,1.4,0,10,1,15 GB,0.4,101,4,13,382,1163,2107MB,18,5,16,1,1,no,6100 USD,
1448,0,0.5,1,18,0,2 MB,0.2,100,5,19,846,1144,593MB,9,4,18,1,1,1,"17,089 MXN",
1987,1,1.9,0,0,0,51200 MB,0.7,119,8,18,960,1925,857MB,12,4,6,1,1,0,"$5,000 ",
908,0,2.1,0,1,0,45056 MB,0.6,95,5,2,154,941,3518MB,16,12,7,1,1,Yes,43100 MXN,
820,0,0.5,1,2,0,58 GB,0.3,160,4,4,468,694,1284MB,17,7,17,0,0,1,EUR 17000,
904,0,2.7,1,4,0,19 MB,0.6,147,6,7,1094,1496,545MB,19,18,16,0,0,0,"USD 30,099",
667,0,1.3,1,4,1,6 GB,0.1,149,6,10,272,870,3566MB,9,5,12,1,0,1,33100 USD,
1109,0,2.1,0,1,0,34816 MB,0.1,173,1,4,165,1103,2821MB,13,5,17,1,0,yes,"$9,099 MXN",
1333,0,1.4,0,3,1,59 MB,0.7,183,7,5,394,1301,3442MB,18,16,5,1,1,0,8100 MXN,
1352,0,2.4,0,5,1,6144 MB,0.9,92,6,9,629,1299,1309MB,12,1,14,1,0,no,"USD 4,000",
1600,0,2.5,1,1,0,19GB,0.6,88,6,9,831,1713,1179MB,10,3,18,0,0,yes,"$40,090 ",
1454,0,1.4,1,8,0,37 GB,0.8,80,8,20,903,910,1713MB,16,0,19,0,0,0,EUR 37000,
1489,0,2.1,1,0,0,9GB,0.4,169,3,1,923,1759,1663MB,9,3,14,1,0,yes,"$23,089 MXN",
1823,0,2.8,1,11,0,10 GB,0.6,81,8,19,362,1250,1812MB,5,0,19,1,1,1,16100 USD,
1581,1,1,0,9,0,41000 MB,0.4,172,4,19,693,850,1384MB,19,9,2,0,1,yes,37100 USD,
1672,1,1.7,1,1,1,44GB,0.5,172,8,4,1250,1435,1348MB,11,6,7,1,1,1,"USD 47,099",
1283,1,0.7,1,0,1,27 MB,0.2,80,4,6,1135,1923,3957MB,17,15,6,1,0,no,"$8,049 MXN",
630,0,2,0,9,1,14000 MB,0.5,180,8,13,66,1448,1212MB,12,8,12,1,0,No,"23,089 MXN",
659,0,2.2,0,0,1,24000 MB,0.7,151,8,2,924,1877,3925MB,8,1,10,1,1,yes,"USD 37,089",
1811,1,0.5,1,0,0,32 MB,1,115,6,0,204,1132,348MB,17,11,18,1,0,yes,EUR 4000,
688,1,2.5,0,9,0,40960 MB,0.2,109,5,20,376,1957,1382MB,12,7,8,0,1,0,"USD 10,099",
514,1,2.9,1,5,0,18 MB,0.7,141,2,8,1083,1492,980MB,13,7,16,0,0,Yes,"$18,049 ",
1933,0,2.8,1,1,0,16 GB,0.5,154,3,9,229,1473,838MB,14,2,18,0,1,no,"$9,099 ",
915,0,2,0,8,1,31 GB,0.3,91,3,20,875,1316,378MB,11,6,9,1,1,0,31000 USD,
1006,0,2.2,1,4,1,22GB,0.8,135,4,8,35,991,909MB,18,4,7,1,0,Yes,"$8,099 MXN",
1134,1,0.9,0,2,1,13 MB,0.4,92,4,19,18,903,3632MB,17,8,19,1,1,no,EUR 42000,
599,1,2.9,0,0,1,64000 MB,0.3,186,8,1,103,646,3396MB,5,3,7,1,0,0,EUR 31000,
973,0,0.5,1,5,0,53000 MB,0.5,196,5,7,105,588,1861MB,13,10,16,0,1,no,"$2,000 ",
1180,1,2.5,0,0,1,27GB,0.1,90,6,1,168,540,348MB,7,5,19,1,1,Yes,"$29,100 ",
1237,1,2.5,0,7,0,13 GB,0.8,98,4,12,18,1004,2528MB,11,8,16,0,0,0,"$13,049 ",
659,0,0.5,1,7,1,5120 MB,0.3,169,8,10,659,730,2190MB,16,10,16,1,1,0,"8,099 pesos",
1142,1,1.4,1,6,0,6144 MB,0.7,190,8,8,534,855,663MB,12,4,5,0,1,1,"$40,090 ",
1002,0,2.7,1,16,1,11000 MB,0.4,185,6,18,285,512,961MB,10,7,19,1,0,1,"26,099 pesos",
1392,0,2.5,0,0,1,45056 MB,0.7,113,4,2,482,1098,1280MB,8,1,16,1,0,yes,"46,049 MXN",
602,0,0.9,0,9,0,51200 MB,0.9,141,8,18,1571,1717,2189MB,7,5,16,0,1,0,"27,089 MXN",
1249,1,0.5,0,3,1,55 GB,0.8,140,3,8,605,1193,531MB,18,10,13,1,1,1,"$30,049 ",
531,1,0.5,1,0,1,12GB,0.5,121,4,3,158,1657,2331MB,18,12,20,1,0,yes,"$28,090 ",
1450,0,2.1,0,1,0,31744 MB,0.6,114,5,4,1573,1639,794MB,11,5,9,0,1,1,"$22,049 ",
1342,0,2.8,0,1,0,50GB,0.1,173,1,8,127,620,2644MB,7,2,11,0,1,1,15100 USD,
832,1,0.5,0,5,1,22 MB,0.6,198,1,8,343,1431,1666MB,15,4,20,1,1,1,"$45,049 ",
867,1,1.5,0,0,1,57GB,0.1,159,4,0,289,724,2157MB,8,6,18,1,0,0,"USD 34,089",
1404,0,2.1,0,16,0,45056 MB,0.9,151,1,20,1703,1880,1196MB,10,6,5,0,0,1,"$50,090 ",
840,0,0.9,1,6,0,33000 MB,0.7,150,6,7,1482,1591,2072MB,10,8,19,0,1,0,"$32,100 ",
1368,0,0.5,0,10,1,42GB,0.2,91,1,20,907,925,1590MB,12,0,14,1,0,0,"$20,099 MXN",
1927,0,0.9,1,3,0,11264 MB,0.4,190,8,12,491,1506,2916MB,16,11,18,0,1,yes,"$35,000 MXN",
1714,0,0.5,1,7,0,31 MB,0.4,120,2,10,287,627,3707MB,5,1,19,0,0,1,"$26,049 MXN",
1201,1,0.5,0,1,1,10GB,0.4,198,6,5,1151,1723,726MB,11,4,3,1,1,no,"$44,000 ",
1796,1,2.3,0,4,0,44000 MB,0.9,184,2,11,1024,1363,3577MB,17,7,4,1,1,0,"19,049 MXN",
1147,0,0.8,1,11,0,28 GB,0.7,158,6,13,1085,1134,2627MB,18,3,15,1,0,yes,"$45,089 ",
776,1,1.7,0,0,1,20 GB,1,146,4,9,991,1803,685MB,15,11,7,1,1,1,"$5,089 ",
510,0,2.6,0,0,0,33 MB,0.1,110,6,10,1052,1897,1693MB,6,2,5,0,1,no,50000 USD,
1045,1,1.2,1,3,1,40 MB,0.1,175,6,7,1078,1564,2137MB,11,8,12,1,0,1,"30,000 pesos",
1497,1,0.9,1,4,1,10GB,0.1,153,8,20,98,977,3696MB,9,0,3,1,0,1,"$45,000 ",
1425,1,0.6,0,0,1,33 GB,0.5,89,3,2,396,1648,3771MB,10,3,9,1,0,yes,"$26,000 ",
726,0,2.2,0,0,1,40 MB,0.8,94,4,20,323,978,1342MB,16,11,4,1,1,1,"$46,089 MXN",
1576,1,2,0,0,1,20 MB,0.6,148,3,0,410,1551,1379MB,17,1,16,1,0,yes,26100 MXN,
714,1,2.1,1,5,1,11 GB,0.1,197,3,6,1750,1857,1164MB,15,12,19,1,1,0,"$45,090 ",
1595,0,1.9,1,1,0,63 GB,0.9,88,1,20,1475,1988,908MB,18,13,6,0,0,yes,"5,000 MXN",
541,0,1,0,0,1,10240 MB,0.4,127,4,0,1836,1873,1019MB,19,9,15,1,1,no,"$14,099 ",
1617,1,2.6,0,14,0,29696 MB,0.9,113,6,20,283,676,3685MB,13,1,18,0,0,0,"42,089 pesos",
1154,0,1.1,1,2,1,5GB,0.2,98,1,13,539,1240,1470MB,12,0,12,1,0,no,"$36,049 ",
1638,0,1,0,6,0,2 MB,0.2,189,1,11,440,563,2299MB,19,9,9,1,1,yes,"$20,099 ",
1150,1,2.7,0,0,0,39936 MB,0.4,151,8,1,397,800,999MB,6,2,11,1,1,0,"$45,000 ",
1254,1,2.3,0,0,1,45056 MB,0.2,149,1,10,204,1021,3011MB,7,4,12,1,1,0,13000 MXN,
1806,1,2,1,2,1,54GB,0.1,117,1,11,347,727,3142MB,13,0,6,1,0,1,"4,099 MXN",
603,0,1.5,0,8,0,12000 MB,0.7,114,6,20,1003,1284,1543MB,7,5,19,1,1,0,"$37,089 ",
1834,0,2.1,0,7,1,40 GB,0.1,99,4,11,0,1987,3692MB,13,0,16,1,1,0,"$12,089 MXN",
520,0,2.3,0,0,1,31 MB,0.8,145,6,14,264,519,2753MB,13,7,17,1,0,Yes,"$23,099 ",
565,0,0.6,1,1,0,50 MB,0.1,158,2,8,543,703,2156MB,13,6,6,1,1,yes,4000 USD,
1689,1,0.5,0,11,0,9 GB,0.5,150,5,15,467,675,2637MB,8,4,3,1,0,0,"40,000 pesos",
742,1,2.3,0,0,0,21000 MB,0.7,104,8,1,875,925,331MB,11,8,7,1,0,0,EUR 44090,
1143,0,1.2,1,1,1,22GB,1,125,3,6,1116,1724,1214MB,12,5,16,1,1,0,"USD 38,089",
761,1,0.5,0,9,0,3 GB,0.8,196,7,15,1325,1945,2248MB,19,3,15,1,1,Yes,"$47,090 ",
959,1,1.3,1,0,0,36000 MB,0.4,196,5,14,1313,1331,3073MB,19,1,8,1,1,Yes,"$16,000 ",
772,1,1.2,1,7,1,8 MB,0.6,134,7,8,552,1802,422MB,7,6,15,1,0,0,6000 MXN,
1015,1,0.8,0,5,0,12 MB,0.5,102,3,14,335,679,2293MB,5,1,2,0,1,0,"USD 36,099",
1824,1,1.9,1,9,1,2000 MB,0.7,103,1,14,50,1105,3958MB,12,2,19,1,1,0,"$24,049 ",
1130,1,0.5,1,1,1,29 GB,0.7,130,1,14,593,1327,432MB,6,1,10,1,1,1,44100 USD,
1183,1,0.5,1,3,1,48000 MB,0.1,120,8,12,268,1010,1152MB,8,3,3,1,0,0,"$25,089 ",
574,1,2,1,0,1,26 MB,0.5,118,6,2,382,1364,1303MB,8,4,2,1,0,1,"$50,100 ",
1472,0,3,0,4,1,20GB,0.3,169,2,6,443,892,797MB,6,1,11,1,1,No,"USD 50,000",
1868,1,0.5,0,2,1,40GB,0.9,179,8,17,576,884,298MB,8,2,17,1,1,no,EUR 44090,
1375,0,2.9,0,2,0,20GB,0.4,147,6,7,596,679,3847MB,8,0,12,1,0,1,"$17,049 MXN",
881,0,1,0,1,0,64GB,0.5,160,3,6,115,636,2110MB,18,9,6,1,1,1,45100 MXN,
1742,1,0.5,1,5,1,44032 MB,0.9,176,3,7,356,1407,1921MB,9,2,3,1,1,0,"9,099 MXN",
1225,0,0.7,1,6,0,60GB,0.1,107,2,15,10,1567,2423MB,17,11,6,1,0,No,"$36,089 MXN",
1970,1,0.5,1,0,1,15 MB,1,132,2,0,1399,1684,1658MB,15,9,20,1,1,yes,"$35,090 ",
1186,1,0.5,1,2,0,21GB,0.4,160,8,4,68,584,2361MB,17,8,7,1,0,no,EUR 34100,
1762,0,0.7,0,7,0,60 MB,0.1,157,4,10,643,790,1380MB,14,5,14,1,0,0,"$4,089 ",
1731,1,1.4,1,4,1,4000 MB,0.5,163,6,18,809,1988,3892MB,5,1,4,1,1,1,"USD 22,000",
852,0,1.8,1,5,1,8000 MB,0.8,160,5,9,683,1349,315MB,7,6,20,1,0,0,"USD 12,000",
848,1,1.5,1,4,1,36000 MB,0.3,151,4,16,56,527,2289MB,10,2,19,1,1,yes,15000 MXN,
1575,0,2.5,1,0,1,11 MB,0.2,185,7,20,492,818,2182MB,7,3,17,1,1,No,"$8,000 ",
1554,0,2.8,1,7,0,23000 MB,0.1,105,6,18,699,1492,2184MB,13,9,20,1,0,1,"USD 46,099",
1972,1,1.6,0,0,0,48 MB,0.5,92,8,2,290,804,2872MB,7,2,11,1,0,yes,"$49,049 MXN",
827,1,0.6,1,9,1,35000 MB,0.2,87,6,17,23,826,2367MB,5,3,15,1,0,yes,"$31,089 MXN",
1063,0,1.5,0,7,0,3072 MB,0.9,155,4,10,394,849,1919MB,12,10,20,1,1,no,"$7,000 MXN",
1695,0,2.3,1,1,0,34816 MB,0.4,84,5,10,713,1742,3296MB,17,6,14,0,0,No,"$13,090 ",
1343,0,2.4,1,5,1,14GB,0.9,81,8,10,1063,1205,462MB,18,7,11,1,1,1,"6,049 MXN",
834,0,0.5,0,2,1,27000 MB,0.2,123,1,16,1421,1463,1591MB,11,9,20,1,1,0,EUR 28100,
595,0,2.6,0,0,1,20 MB,0.4,122,2,18,623,816,1593MB,19,11,2,1,0,1,42100 MXN,
1081,1,1.9,1,13,1,42 GB,0.1,101,7,17,83,816,2456MB,7,4,7,1,0,0,22000 MXN,
911,0,1.4,1,3,0,14 GB,0.7,199,4,4,1563,1692,2933MB,16,3,11,0,1,0,"$45,000 ",
844,0,2.2,1,1,1,22 GB,0.9,197,7,2,777,1995,3154MB,14,11,7,1,0,0,"2,000 pesos",
1335,1,3,0,3,0,61440 MB,0.8,180,2,4,83,559,3615MB,5,2,9,1,0,no,4000 USD,
1883,0,1.6,0,9,0,24 MB,0.1,87,1,16,203,915,3563MB,17,10,3,0,0,No,"34,000 MXN",
1128,1,0.5,1,6,0,33792 MB,0.6,147,8,7,938,1226,1440MB,17,15,19,1,0,0,"45,089 pesos",
826,1,2.4,1,14,1,57000 MB,0.6,117,2,17,1077,1183,1907MB,15,14,5,1,0,no,EUR 7090,
1650,0,2.3,0,0,1,38GB,0.7,89,1,1,773,881,324MB,14,10,2,1,1,1,"$26,099 MXN",
1162,0,1,0,0,0,51200 MB,0.5,104,4,10,332,866,1404MB,10,3,15,1,1,1,"$32,000 ",
1517,0,2.5,0,2,1,8 GB,0.8,169,4,18,570,1645,2738MB,18,16,12,1,0,0,16000 MXN,
963,0,0.5,0,1,1,60 GB,0.8,156,3,3,742,821,2722MB,12,6,16,1,0,no,"$36,089 ",
1837,0,1,1,5,1,12288 MB,0.9,103,8,6,1420,1539,2294MB,8,7,20,1,0,Yes,"$21,089 MXN",
1028,1,2.8,0,1,1,30GB,0.1,193,1,10,1801,1923,1424MB,18,4,13,1,0,yes,"USD 37,049",
1831,1,2.2,1,4,0,55000 MB,1,189,8,9,1693,1790,1133MB,14,3,10,0,1,0,"4,000 pesos",
571,1,2,1,5,1,59392 MB,0.6,101,6,11,31,1536,555MB,19,10,11,1,0,1,"$40,100 ",
1770,1,2.3,0,0,0,9 GB,0.6,183,6,5,1098,1373,3785MB,13,10,14,1,0,1,"37,000 MXN",
970,1,1.3,1,5,0,59 MB,0.2,84,7,19,1765,1786,3675MB,12,0,12,0,0,no,"$15,089 ",
642,1,0.5,0,0,1,38000 MB,0.8,86,5,10,887,1775,435MB,9,2,2,1,1,0,"$28,049 ",
622,1,1.9,1,12,0,11GB,0.8,193,8,14,760,1964,3183MB,5,0,4,1,1,1,"13,049 pesos",
600,1,1.8,0,9,1,6144 MB,0.8,199,2,15,486,1032,3495MB,17,4,7,1,1,0,"USD 18,049",
1412,0,0.6,0,9,0,57 GB,0.2,86,3,10,2,660,1853MB,15,10,18,0,0,1,"$13,000 ",
733,0,0.8,0,7,0,16000 MB,0.4,138,4,12,202,1787,2648MB,12,0,19,1,1,0,"31,000 MXN",
1070,1,3,0,9,0,19 GB,0.8,160,7,16,90,1614,2647MB,14,13,20,0,1,0,"44,000 MXN",
875,1,0.7,1,1,0,30 GB,0.7,146,8,8,469,853,702MB,19,15,15,1,1,yes,"8,049 pesos",
1994,1,0.7,0,5,0,5000 MB,0.4,189,2,7,86,1546,1836MB,12,11,18,1,0,0,33100 USD,
823,0,1,1,9,1,18 GB,0.2,182,5,16,1180,1350,3894MB,13,10,9,1,1,no,"USD 10,049",
1908,0,0.5,0,9,1,30 GB,1,111,2,19,140,1046,2944MB,19,17,17,1,0,Yes,"$20,000 ",
790,0,0.5,1,7,1,45056 MB,0.1,89,8,8,1100,1437,3424MB,13,11,9,1,1,No,EUR 22100,
1330,1,1.8,1,1,0,40 MB,0.5,177,1,5,194,892,2678MB,9,4,14,1,1,yes,"23,089 pesos",
1660,0,0.5,0,2,1,15360 MB,0.7,100,8,8,440,569,2424MB,12,5,9,1,1,no,11100 USD,
1776,0,2.2,0,2,0,20 GB,0.9,82,6,16,1563,1803,2671MB,15,10,12,0,1,yes,"$29,049 MXN",
1611,0,0.5,1,4,1,27648 MB,0.9,199,1,10,163,1011,3078MB,15,2,6,1,0,1,"$22,049 ",
1410,1,0.5,1,0,1,15 GB,0.3,92,3,1,192,1311,2304MB,18,4,18,1,1,no,"47,099 MXN",
1772,1,1.6,0,17,1,46080 MB,0.5,159,2,18,837,1405,1146MB,6,1,17,1,1,0,25000 USD,
1280,1,1.3,0,0,1,39000 MB,1,108,7,1,356,588,2335MB,6,4,2,1,0,Yes,EUR 32100,
1712,1,0.9,1,2,0,23552 MB,1,155,7,19,155,663,1422MB,5,0,15,1,1,0,EUR 24090,
1562,1,0.7,0,0,0,56320 MB,0.1,140,8,1,1032,1776,2096MB,15,3,3,0,0,No,"$37,000 ",
891,0,1.9,1,1,1,18 GB,0.1,153,6,3,40,1435,1303MB,17,16,4,1,1,1,"43,000 MXN",
1957,0,1.2,1,18,1,36864 MB,0.8,151,2,19,1194,1727,1115MB,16,2,18,1,0,yes,"10,049 MXN",
1110,0,0.6,0,1,0,42000 MB,0.9,192,5,2,1179,1262,456MB,12,8,18,1,1,0,"USD 48,000",
875,1,1.4,1,1,1,44032 MB,0.6,104,8,3,902,969,3396MB,14,2,18,1,0,no,"3,000 pesos",
1211,1,1.2,0,0,0,28 GB,0.3,130,2,3,58,963,2750MB,6,1,14,0,1,0,"39,099 pesos",
769,0,0.5,1,12,1,54 GB,0.2,112,4,19,1385,1780,941MB,15,8,20,1,0,1,"$15,000 ",
671,0,2.9,0,7,1,2 GB,0.1,95,6,19,614,1617,2278MB,13,4,2,1,0,no,"$18,099 ",
1872,0,0.5,0,5,1,26624 MB,0.5,172,4,10,672,1088,2273MB,8,4,8,1,0,Yes,"$25,099 ",
1076,0,2.3,1,0,1,14GB,0.7,191,5,0,1088,1718,2355MB,17,16,2,1,1,yes,"$39,089 ",
1325,0,1.9,0,2,0,51200 MB,0.1,146,1,10,499,695,2328MB,17,10,2,1,0,0,31000 MXN,
911,1,2.2,1,1,1,28 GB,0.5,182,2,2,157,763,2638MB,8,4,13,1,1,1,"$25,000 ",
1273,1,0.7,0,1,0,23GB,0.6,178,6,14,485,1399,558MB,8,5,13,1,0,0,"$41,000 ",
1062,0,0.5,0,3,1,39936 MB,0.9,124,4,4,571,817,1345MB,16,0,11,1,0,yes,"$10,099 ",
1317,0,1.5,0,6,0,12 GB,0.1,154,2,9,431,542,425MB,7,0,11,1,1,1,EUR 13000,
940,0,2.9,0,0,0,16 GB,0.7,115,4,1,499,1090,2192MB,15,13,9,1,1,Yes,"$24,000 ",
729,1,2,0,0,0,14 GB,0.6,135,6,2,563,1055,3397MB,19,15,17,1,0,Yes,"$50,099 ",
1494,0,2.4,0,6,1,3 MB,0.9,93,7,17,944,1003,1208MB,14,13,17,1,1,no,6100 USD,
1546,1,1.6,1,2,1,27648 MB,0.7,124,2,6,1138,1491,267MB,12,10,16,1,1,no,"$16,000 ",
1253,0,0.7,0,0,1,34816 MB,0.9,113,4,10,161,647,3518MB,7,3,8,1,1,yes,35100 MXN,
895,0,0.5,1,6,0,16384 MB,0.3,164,8,14,126,1575,3122MB,7,0,4,0,0,1,"$32,099 MXN",
793,1,1.9,1,0,1,43 GB,0.3,124,8,2,15,1196,1050MB,11,9,3,1,1,1,"USD 4,089",
1628,1,1.8,1,11,0,56GB,0.1,136,2,13,500,1713,3358MB,17,11,12,1,1,yes,"47,089 MXN",
625,0,2.7,1,2,0,42 MB,0.8,138,8,3,203,1771,2929MB,10,4,17,1,0,0,39000 MXN,
1110,0,1.5,0,2,1,12288 MB,0.3,153,8,5,961,1950,624MB,9,7,15,1,0,No,43100 USD,
999,0,1.7,0,6,0,50176 MB,0.6,132,1,17,608,1970,1598MB,7,0,8,0,1,no,"$39,000 ",
1856,0,0.5,1,0,1,24 GB,0.1,155,5,1,277,1155,2052MB,17,6,10,1,1,no,"$18,099 ",
1715,0,2.6,1,9,1,15000 MB,0.6,120,6,20,114,1849,1249MB,16,2,4,1,1,no,35100 USD,
1897,1,1.9,0,2,1,54 GB,0.3,154,2,7,630,738,412MB,17,11,2,1,0,0,EUR 24100,
1202,1,2.4,1,0,0,19 GB,0.1,122,2,1,404,1742,595MB,19,0,3,0,0,0,"$40,000 ",
1171,1,1.7,1,2,0,19000 MB,0.3,167,7,19,248,755,263MB,6,5,8,0,0,0,"$10,099 ",
964,0,2,0,0,1,22GB,0.7,86,8,0,225,1234,2577MB,17,16,5,1,1,0,"$16,000 ",
1973,1,2.4,1,6,0,46GB,0.1,193,4,10,699,851,639MB,6,0,3,0,0,1,"$43,089 ",
1992,1,0.6,1,11,0,2 GB,0.1,141,1,14,649,895,3206MB,10,9,10,1,1,no,"$11,049 ",
546,1,2.6,1,5,0,26GB,1,159,5,15,416,1658,1550MB,7,2,3,0,1,no,"$25,000 ",
1093,0,0.5,0,1,1,31 MB,0.6,171,2,12,1310,1420,1646MB,12,0,6,1,1,no,"USD 28,089",
1880,1,2,0,11,0,35000 MB,0.1,200,4,14,930,1983,1930MB,17,7,15,0,1,no,EUR 32100,
1765,0,1.1,0,3,0,11 MB,0.7,87,2,7,835,1175,3695MB,6,5,18,1,0,no,15000 MXN,
1640,0,0.5,1,1,1,36GB,0.9,87,8,11,664,1806,3235MB,6,1,10,1,0,1,"$3,049 MXN",
1830,0,0.5,0,0,0,7 GB,0.9,191,6,12,460,1583,2334MB,8,7,14,0,1,0,"$10,049 ",
826,0,0.6,0,3,0,63488 MB,0.7,187,4,19,778,1615,1998MB,17,4,17,0,0,0,"42,000 pesos",
1864,0,2.2,0,0,1,7168 MB,0.1,142,1,2,225,1545,2258MB,10,1,10,1,0,0,"$11,000 ",
586,1,0.6,0,16,1,43008 MB,0.3,121,7,17,785,1118,1869MB,12,2,7,1,1,1,"$18,000 ",
1206,0,3,1,10,1,30720 MB,0.6,127,3,13,1581,1713,1825MB,7,1,4,1,0,1,"27,000 MXN",
832,1,0.5,1,1,1,5000 MB,0.1,165,5,2,9,1944,3946MB,12,5,14,1,1,yes,EUR 7000,
